Price,Make,Model,Year,Mileage (km),Color,Transmission,Fuel Type,Body Type,Condition,City,Governorate,Age,mileage_band
9400000,Toyota,Land Cruiser,2025,5500.0,Black,Automatic,Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,1,0-20K
1200000,Hyundai,Elantra CN7,2021,72000.0,White,Automatic,Gas,Sedan,Used,El Minya,El Minya,5,60-120K
275000,Opel,Corsa,2005,211000.0,Bronze,Manual,Gas,Hatchback,Used,Giza,Giza,21,200K+
400000,Byd,F3,2018,0.0,Silver,Manual,Gas,Sedan,Used,Helwan,Cairo,8,0-20K
160000,Skoda,Felicia,1997,197000.0,Dark blue,Manual,Gas,Hatchback,Used,Giza,Giza,29,120-200K
555000,Opel,Astra,2016,192000.0,Red,Automatic,Diesel,Sedan,Used,6 October,Giza,10,120-200K
1000000,MG,ZS,2024,44000.0,White,Automatic,Diesel,Sedan,Used,El Mahalla El Kubra,Gharbia,2,20-60K
3350000,Mercedes,E 250,2019,28000.0,Black,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,7,20-60K
4000000,Volkswagen,Teramont,2023,30000.0,Black,Automatic,Natural Gas,SUV,Used,Zahraa Al Maadi,Cairo,3,20-60K
900000,Mazda,3,2019,170000.0,Red,Automatic,Gas,Sedan,Used,6 October,Giza,7,120-200K
670000,Honda,Civic,2008,350000.0,Champagne,Automatic,Diesel,Sedan,Used,Cairo,Cairo,18,200K+
2400000,Kia,Sorento,2023,69410.0,Petroleum,Automatic,Hybrid,SUV,Used,El Qanater El Khayreya,Qalyubia,3,60-120K
1300000,Kia,Sportage,2020,160000.0,Red,Automatic,Gas,SUV,Used,Tanta,Gharbia,6,120-200K
2300000,Audi,A5,2021,120000.0,Gray,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,5,60-120K
1100000,Renault,Megane,2022,34000.0,Silver,Automatic,Gas,Sedan,Used,Cairo,Cairo,4,20-60K
1550000,Peugeot,5008,2021,160000.0,Red,Automatic,Gas,MiniVans,Used,Sheikh Zayed City,Giza,5,120-200K
350000,Byd,F3,2014,33000.0,Silver,Automatic,Diesel,Sedan,Used,Nasr city,Cairo,12,20-60K
1600000,Land Rover,Discovery sport,2015,129000.0,Black,Automatic,Gas,SUV,Used,Nasr city,Cairo,11,120-200K
490000,Daihatsu,Terios,2009,280000.0,Black,Automatic,Gas,SUV,Used,Monufia,Monufia,17,200K+
105000,Lada,2107,2009,150000.0,Gray,Manual,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,17,120-200K
230000,Chevrolet,Spark,2008,86000.0,Cyan,Manual,Gas,Hatchback,Used,Ismailia,Ismailia,18,60-120K
580000,Kia,Cerato,2011,230000.0,Dark red,Automatic,Diesel,Sedan,Used,Zagazig,Sharqia,15,200K+
350000,Alfa Romeo,156,2001,247000.0,Silver,Manual,Diesel,Sedan,Used,Heliopolis,Cairo,25,200K+
125000,Fiat,128,2008,0.0,Red,Manual,Natural Gas,Sedan,Used,Port Said,Port Said,18,0-20K
3200000,Mercedes,G Class,2004,230000.0,Silver,Automatic,Diesel,SUV,Used,Heliopolis,Cairo,22,200K+
730000,Fiat,Tipo,2021,155000.0,Silver,Automatic,Natural Gas,Sedan,Used,Dokki,Giza,5,120-200K
1500050,Citroën,C5 Aircross,2023,45000.0,Other,Automatic,Gas,SUV,Used,Hurghada,Red Sea,3,20-60K
310000,BMW,316,1992,0.0,Dark red,Automatic,Gas,Sedan,Used,Giza,Giza,34,0-20K
260000,Daewoo,Lanos,1997,0.0,Dark red,Automatic,Gas,Sedan,Used,El Bagour,Monufia,29,0-20K
620000,MG,5,2021,67000.0,Black,Automatic,Diesel,Sedan,Used,Hadayek October,Giza,5,60-120K
1500000,Peugeot,3008,2023,56000.0,Petroleum,Automatic,Diesel,SUV,Used,Nasr city,Cairo,3,20-60K
260000,Hyundai,Atos,2008,119000.0,Cyan,Manual,Gas,Hatchback,Used,Tagamo3 - New Cairo,Cairo,18,60-120K
640000,Kia,Rio,2014,115000.0,Black,Automatic,Gas,Sedan,Used,Nasr city,Cairo,12,60-120K
750000,Chery,Tiggo 7,2022,152000.0,White,Automatic,Gas,SUV,Used,El Shorouk,Cairo,4,120-200K
650000,Hyundai,Elantra MD,2012,190000.0,Black,Automatic,Gas,Sedan,Used,Beni Suef,Beni Suef,14,120-200K
2299999,Hyundai,Tucson,2025,120000.0,Dark blue,Automatic,Gas,SUV,Used,Cairo,Cairo,1,60-120K
500000,Peugeot,301,2015,145000.0,Bronze,Automatic,Gas,Sedan,Used,Nasr city,Cairo,11,120-200K
1100000,Kia,Sportage,2015,135000.0,Mocha,Automatic,Gas,SUV,Used,Marsa Matrouh,Marsa Matrouh,11,120-200K
500000,Hyundai,Grand i10,2015,312000.0,Silver,Automatic,Gas,Hatchback,Used,Tagamo3 - New Cairo,Cairo,11,200K+
575000,Skoda,Fantasia,2010,200000.0,Dark grey,Automatic,Diesel,Sedan,Used,Obour City,Cairo,16,120-200K
205000,Chevrolet,Malibu,2001,250000.0,White,Automatic,Gas,Sedan,Used,Nasr city,Cairo,25,200K+
285000,Chevrolet,Lanos,2014,50000.0,Black,Manual,Natural Gas,Sedan,Used,Badr City,Cairo,12,20-60K
1200000,Jeep,Wagoneer,2015,230000.0,White,Automatic,Gas,SUV,Used,Cairo,Cairo,11,200K+
560000,Chevrolet,Optra,2021,280000.0,Gray,Automatic,Gas,Sedan,Used,Cairo,Cairo,5,200K+
210000,Daewoo,Nubira 2,2001,400000.0,Silver,Manual,Gas,Sedan,Used,Cairo,Cairo,25,200K+
900000,Hyundai,Avante,2014,97000.0,White,Automatic,Gas,Sedan,Used,Kafr el-Sheikh,Kafr el-Sheikh,12,60-120K
750000,Nissan,Sentra,2016,37000.0,Bronze,Automatic,Gas,Sedan,Used,Cairo,Cairo,10,20-60K
330000,Chevrolet,Optra,2008,390000.0,Other,Manual,Gas,Sedan,Used,Alexandria,Alexandria,18,200K+
650000,BMW,318,2010,265000.0,Black,Automatic,Gas,Sedan,Used,Mokattam,Cairo,16,200K+
1002000,Citroën,C4X,2024,58000.0,Dark red,Automatic,Diesel,SUV,Used,Damietta,Damietta,2,20-60K
600000,Hyundai,Accent,2017,300000.0,Black,Automatic,Gas,Sedan,Used,Cairo,Cairo,9,200K+
415000,Toyota,Yaris,2008,258000.0,Black,Automatic,Gas,Sedan,Used,Cairo,Cairo,18,200K+
900000,BMW,316,2015,280000.0,Silver,Automatic,Gas,Sedan,Used,Sheikh Zayed City,Giza,11,200K+
650000,Chery,Tiggo 3,2018,65000.0,Gray,Automatic,Gas,SUV,Used,Aswan,Aswan,8,60-120K
1180000,Hyundai,Elantra CN7,2021,95000.0,Gray,Automatic,Gas,Sedan,Used,Tanta,Gharbia,5,60-120K
2650000,Mercedes,E 180,2019,89000.0,Black,Automatic,Gas,Sedan,Used,Heliopolis,Cairo,7,60-120K
875000,Ssang Yong,Tivoli XLV,2018,88000.0,Dark blue,Automatic,Diesel,SUV,Used,Al Tagamoa El Awal,Cairo,8,60-120K
760000,Suzuki,Ciaz,2022,107000.0,Dark blue,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,4,60-120K
400000,Chevrolet,Cruze,2011,272.0,Black,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,15,0-20K
1370000,Kia,K3,2024,25000.0,Dark blue,Automatic,Gas,Sedan,Used,10th of Ramadan,Cairo,2,20-60K
420000,Chevrolet,Optra,2012,310.0,Black,Automatic,Gas,Sedan,Used,6 October,Giza,14,0-20K
745000,Hyundai,Elantra MD,2013,140000.0,Black,Automatic,Natural Gas,Sedan,Used,Shubra,Cairo,13,120-200K
900000,Toyota,Corolla,2015,210000.0,Black,Automatic,Gas,Sedan,Used,Ben Suef,Ben Suef,11,200K+
1290000,BMW,318,2018,144.0,Dark grey,Automatic,Gas,Sedan,Used,Al Matariyyah,Cairo,8,0-20K
999999,Hyundai,IX 35,2015,189000.0,Red,Automatic,Gas,SUV,Used,El-Arish,El-Arish,11,120-200K
700000,Renault,Megane,2019,170000.0,Petroleum,Automatic,Diesel,Sedan,Used,Tagamo3 - New Cairo,Cairo,7,120-200K
250000,Speranza,A113,2010,190000.0,Silver,Manual,Gas,Hatchback,Used,Tagamo3 - New Cairo,Cairo,16,120-200K
320000,Renault,Megane,2005,150.0,Other,Automatic,Gas,Sedan,Used,Alexandria,Alexandria,21,0-20K
260000,Speranza,A516,2010,83000.0,Silver,Manual,Gas,Sedan,Used,Giza,Giza,16,60-120K
4800000,Mercedes,A 200,2024,12000.0,Black,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,2,0-20K
330000,Proton,Gen 2,2008,315000.0,Bronze,Manual,Diesel,Sedan,Used,El Shorouk,Cairo,18,200K+
1050000,Mini,Countryman S,2016,115000.0,White,Automatic,Gas,Hatchback,Used,Madinaty,Cairo,10,60-120K
930000,Opel,Insignia,2018,185000.0,Blue,Automatic,Gas,Sedan,Used,6 October,Giza,8,120-200K
2000000,Skoda,Superb,2023,56000.0,Dark blue,Automatic,Gas,Sedan,Used,Cairo,Cairo,3,20-60K
2750000,Mercedes,E 200,2019,100000.0,Gray,Automatic,Gas,Sedan,Used,Cairo,Cairo,7,60-120K
475000,Chevrolet,Optra,2014,133000.0,White,Automatic,Diesel,Sedan,Used,Alexandria,Alexandria,12,120-200K
1160000,Hyundai,Elantra,2025,25000.0,Dark blue,Automatic,Gas,Sedan,Used,Cairo,Cairo,1,20-60K
110000,Renault,Koleos,1994,100000.0,Red,Manual,Gas,SUV,Used,Nasr city,Cairo,32,60-120K
2250000,Skoda,Kodiaq,2022,20040.0,Black,Automatic,Gas,SUV,Used,Alexandria,Alexandria,4,20-60K
450000,Kia,Cerato,2005,190000.0,Bronze,Automatic,Gas,Sedan,Used,El Minya,El Minya,21,120-200K
2200000,Skoda,Kodiaq,2024,90000.0,White,Automatic,Gas,SUV,Used,6 October,Giza,2,60-120K
695000,Hyundai,Accent,2017,135000.0,Other,Automatic,Gas,Sedan,Used,Cairo,Cairo,9,120-200K
300000,Skoda,Octavia A4,1998,350000.0,Red,Manual,Gas,Sedan,Used,El Minya,El Minya,28,200K+
860000,Renault,Megane,2021,85000.0,Silver,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,5,60-120K
210000,Daewoo,Nubira 2,2001,330000.0,Green,Manual,Gas,Sedan,Used,Cairo,Cairo,25,200K+
94000,Skoda,Favorit,1994,200000.0,Blue,Manual,Natural Gas,Hatchback,Used,Cairo,Cairo,32,120-200K
415000,Renault,Laguna,2016,170000.0,Black,Automatic,Diesel,Sedan,Used,6 October,Giza,10,120-200K
2350000,Mercedes,GLA 200,2020,19000.0,Gray,Automatic,Gas,SUV,Used,Cairo,Cairo,6,0-20K
230000,Daewoo,Lanos,2001,349997.0,Red,Manual,Gas,Sedan,Used,Faqous,Sharqia,25,200K+
1450000,Peugeot,3008,2019,37000.0,Black,Automatic,Gas,SUV,Used,Sheikh Zayed City,Giza,7,20-60K
100000,Fiat,Uno,1993,0.0,Dark red,Manual,Gas,Hatchback,Used,Mokattam,Cairo,33,0-20K
300000,Chevrolet,Optra,2006,217000.0,Red,Manual,Gas,Sedan,Used,Alexandria,Alexandria,20,200K+
640000,Mazda,3,2017,0.0,Brown,Automatic,Gas,Sedan,Used,Cairo,Cairo,9,0-20K
400000,Renault,Megane,2010,218000.0,Dark grey,Automatic,Gas,Sedan,Used,Nasr city,Cairo,16,200K+
175000,Suzuki,Alto,2006,135000.0,Red,Manual,Diesel,Hatchback,Used,Helwan,Cairo,20,120-200K
200000,Seat,Ibiza,1994,122000.0,Red,Automatic,Gas,Sedan,Used,Al Matariyyah,Cairo,32,120-200K
600000,Chery,Arrizo 5,2023,80000.0,Black,Manual,Gas,Sedan,Used,Pyramids Gardens,Giza,3,60-120K
2575000,Audi,Q3,2025,24000.0,Gray,Automatic,Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,1,20-60K
105000,Fiat,Uno,1994,22000.0,Gray,Manual,Gas,Hatchback,Used,Alexandria,Alexandria,32,20-60K
3350000,Land Rover,Velar,2020,80000.0,White,Automatic,Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,6,60-120K
1100000,Chery,Tiggo,2025,30000.0,Dark grey,Automatic,Gas,SUV,Used,Luxor,Luxor,1,20-60K
85000,Fiat,128,1990,100000.0,White,Manual,Gas,Sedan,Used,Cairo,Cairo,36,60-120K
820000,MG,6,2021,80000.0,Other,Automatic,Gas,Sedan,Used,Kafr el-Sheikh,Kafr el-Sheikh,5,60-120K
130000,Suzuki,Maruti,2009,96000.0,Silver,Manual,Gas,Hatchback,Used,Sohag,Sohag,17,60-120K
370000,Daihatsu,Terios,2007,300000.0,Blue,Automatic,Gas,SUV,Used,Gharbia,Gharbia,19,200K+
450000,Renault,Logan,2015,100000.0,Black,Automatic,Gas,Sedan,Used,El Haram,Giza,11,60-120K
1550000,Volkswagen,Tiguan,2021,200000.0,Dark grey,Automatic,Diesel,SUV,Used,Tagamo3 - New Cairo,Cairo,5,120-200K
255000,Daewoo,Juliet,1999,97000.0,Silver,Manual,Diesel,Hatchback,Used,Alexandria,Alexandria,27,60-120K
700000,Peugeot,508,2016,165000.0,Gray,Automatic,Gas,Sedan,Used,Giza,Giza,10,120-200K
1975000,Mercedes,CLA 200,2021,80000.0,Dark blue,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,5,60-120K
250000,Daewoo,Nubira 1,1998,198000.0,Black,Manual,Gas,Sedan,Used,Giza,Giza,28,120-200K
770000,Chery,Tiggo 7,2021,74000.0,Silver,Automatic,Gas,SUV,Used,Port Said,Port Said,5,60-120K
650000,Hyundai,Accent RB,2017,195000.0,Red,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,9,120-200K
470000,Chery,Arrizo 5,2020,125000.0,Blue,Automatic,Gas,Sedan,Used,Faisal,Giza,6,120-200K
525000,Chevrolet,Optra,2020,137000.0,Dark blue,Automatic,Gas,Sedan,Used,Cairo,Cairo,6,120-200K
260000,Zotye,T300,2008,201580.0,Blue,Manual,Gas,SUV,Used,6 October,Giza,18,200K+
850000,MG,ZS,2021,74000.0,Red,Automatic,Gas,SUV,Used,El Haram,Giza,5,60-120K
350000,Lada,Granta,2016,89500.0,Dark grey,Automatic,Gas,Sedan,Used,Kafr el-Sheikh,Kafr el-Sheikh,10,60-120K
310000,Chery,Envy,2018,145000.0,Gray,Manual,Gas,Sedan,Used,Cairo,Cairo,8,120-200K
650000,Renault,Duster,2018,129000.0,Dark grey,Automatic,Natural Gas,SUV,Used,Heliopolis,Cairo,8,120-200K
350000,Daewoo,Nubira 2,2000,132999.0,Black,Automatic,Gas,Sedan,Used,Alexandria,Alexandria,26,120-200K
565000,Hyundai,Elantra MD,2012,9999.0,Blue,Automatic,Gas,Sedan,Used,Cairo,Cairo,14,0-20K
470000,Kia,Picanto,2012,107000.0,Blue,Automatic,Gas,Hatchback,Used,Alexandria,Alexandria,14,60-120K
1510000,Toyota,Corolla,2025,5600.0,Silver,Automatic,Diesel,Sedan,Used,Cairo,Cairo,1,0-20K
200000,Renault,Clio,2004,287000.0,Silver,Manual,Gas,Sedan,Used,Cairo,Cairo,22,200K+
500000,Chery,Arrizo 5,2021,127000.0,Red,Manual,Natural Gas,Sedan,Used,Cairo,Cairo,5,120-200K
580000,Nissan,Sunny,2021,223000.0,Silver,Automatic,Gas,Sedan,Used,Cairo,Cairo,5,200K+
750000,Mitsubishi,Pajero,2003,350000.0,Black,Automatic,Gas,SUV,Used,10th of Ramadan,Cairo,23,200K+
1300000,Hyundai,Tucson,2019,265000.0,Silver,Automatic,Diesel,SUV,Used,10th of Ramadan,Cairo,7,200K+
100000,Suzuki,Maruti,2010,200000.0,Silver,Manual,Gas,Hatchback,Used,Obour City,Cairo,16,120-200K
980000,Hyundai,Elantra CN7,2021,155000.0,Silver,Automatic,Gas,Sedan,Used,Cairo,Cairo,5,120-200K
500000,Renault,Captur,2016,170000.0,Blue,Automatic,Gas,Hatchback,Used,Pyramids Gardens,Giza,10,120-200K
780000,Hyundai,Accent RB,2022,13000.0,Blue,Automatic,Gas,Sedan,Used,Hadaeq Al Qubbah,Cairo,4,0-20K
1185000,Mercedes,C 180,2012,210000.0,Silver,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,14,200K+
530000,Renault,Fluence,2014,150000.0,Black,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,12,120-200K
415000,Hyundai,Matrix,2008,195000.0,Black,Automatic,Gas,Hatchback,Used,Cairo,Cairo,18,120-200K
650000,BMW,523,2006,160000.0,Silver,Automatic,Diesel,Sedan,Used,Cairo,Cairo,20,120-200K
210000,Nissan,Sunny,2000,0.0,Silver,Manual,Gas,Sedan,Used,Cairo,Cairo,26,0-20K
1500000,Volkswagen,Tiguan,2021,0.0,Gray,Automatic,Diesel,SUV,Used,Cairo,Cairo,5,0-20K
750000,BMW,523,2006,160000.0,Silver,Automatic,Diesel,Sedan,Used,Cairo,Cairo,20,120-200K
760000,Chevrolet,Optra,2025,8700.0,Black,Automatic,Gas,Sedan,Used,Beni Suef,Beni Suef,1,0-20K
320000,Daihatsu,Gran max,2010,192000.0,White,Manual,Gas,MiniVans,Used,El Mahalla,Gharbia,16,120-200K
1350000,Citroën,C5,2023,58000.0,White,Automatic,Gas,Sedan,Used,Sheikh Zayed City,Giza,3,20-60K
525000,Suzuki,Swift Dzire,2022,0.0,Blue,Manual,Gas,Sedan,Used,Tanta,Gharbia,4,0-20K
1680000,Kia,Sportage,2020,60000.0,Petroleum,Automatic,Natural Gas,SUV,Used,Giza,Giza,6,20-60K
12800000,Land Rover,Range Rover Vogue,2024,28000.0,Brown,Automatic,Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,2,20-60K
1150000,BMW,318,2017,135000.0,Black,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,9,120-200K
360000,Peugeot,407,2008,300000.0,Black,Automatic,Gas,Sedan,Used,El Haram,Giza,18,200K+
480000,Renault,Sandero,2017,71000.0,Blue,Automatic,Gas,Hatchback,Used,10th of Ramadan,Cairo,9,60-120K
295000,Peugeot,406,2004,175000.0,Black,Automatic,Gas,Sedan,Used,El Zawya El Hamraa,Cairo,22,120-200K
980000,Changan,CS 55,2026,0.0,Dark grey,Automatic,Natural Gas,SUV,Used,Cairo,Cairo,0,0-20K
365000,Chevrolet,Aveo,2010,160000.0,Petroleum,Manual,Gas,Sedan,Used,Shibin el Kom ,Monufia,16,120-200K
1375000,Jetour,X90,2024,18000.0,White,Automatic,Gas,SUV,Used,Cairo,Cairo,2,0-20K
1600000,Opel,Grandland,2024,45000.0,Blue,Automatic,Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,2,20-60K
1365000,MG,HS,2025,57000.0,Red,Automatic,Gas,SUV,Used,Cairo,Cairo,1,20-60K
1300000,Jetour,X70,2026,15000.0,Black,Automatic,Gas,SUV,Used,Sheikh Zayed City,Giza,0,0-20K
500000,Brilliance,V5,2014,300000.0,White,Automatic,Gas,SUV,Used,Alexandria,Alexandria,12,200K+
350000,Renault,Logan,2016,168000.0,Gold,Manual,Gas,Sedan,Used,6 October,Giza,10,120-200K
540000,Volkswagen,Jetta,2008,290000.0,Gray,Automatic,Gas,Sedan,Used,Monufia,Monufia,18,200K+
2200000,Honda,CRV,2024,21000.0,Silver,Automatic,Diesel,SUV,Used,Nasr city,Cairo,2,20-60K
800000,Nissan,Qashqai,2017,218000.0,Silver,Automatic,Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,9,200K+
310000,Suzuki,Other,2016,110000.0,Red,Manual,Gas,Sedan,Used,Giza,Giza,10,60-120K
600000,Opel,Astra,2016,119000.0,Mocha,Automatic,Gas,Sedan,Used,Maadi,Cairo,10,60-120K
3300000,Mercedes,C 300,2022,140000.0,Gray,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,4,120-200K
570000,Chery,Arrizo 5,2021,124100.0,Blue,Automatic,Gas,Sedan,Used,10th of Ramadan,Cairo,5,120-200K
980000,Mercedes,C 200,2008,126000.0,Silver,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,18,120-200K
155000,Skoda,Felicia,1997,0.0,Dark red,Manual,Gas,Hatchback,Used,6 October,Giza,29,0-20K
450000,Chevrolet,Cruze,2010,170.0,Silver,Automatic,Gas,Sedan,Used,Nasr city,Cairo,16,0-20K
850000,Mini,Cooper Paceman,2014,150000.0,Silver,Automatic,Gas,Hatchback,Used,Heliopolis,Cairo,12,120-200K
470000,Chery,Arrizo 5,2021,196.0,Eggplant,Automatic,Gas,Sedan,Used,El Shorouk,Cairo,5,0-20K
390000,Toyota,Corolla,2007,260000.0,Black,Automatic,Gas,Sedan,Used,6 October,Giza,19,200K+
9500000,Land Rover,Defender,2021,8000.0,Gold,Automatic,Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,5,0-20K
820000,Toyota,Corolla,2016,230000.0,Black,Automatic,Gas,Sedan,Used,6 October,Giza,10,200K+
1570000,Kia,Sportage,2021,37000.0,Petroleum,Automatic,Gas,SUV,Used,Cairo,Cairo,5,20-60K
300000,Geely,Pandino,2014,226000.0,Blue,Automatic,Diesel,Hatchback,Used,6 October,Giza,12,200K+
460000,Chery,A3,2017,129999.0,Petroleum,Automatic,Gas,Sedan,Used,Ashmoun,Monufia,9,120-200K
1400000,Jeep,Wrangler,2014,200000.0,Gray,Automatic,Gas,SUV,Used,El Marg,Cairo,12,120-200K
265000,Geely,Emgrand 7,2014,100000.0,White,Manual,Gas,Sedan,Used,Giza,Giza,12,60-120K
850000,Hyundai,Bayon,2022,25000.0,Blue,Automatic,Gas,Hatchback,Used,Suez ,Suez ,4,20-60K
680000,Kia,Cerato,2014,200000.0,Black,Automatic,Gas,Sedan,Used,Red Sea,Red Sea,12,120-200K
265000,Opel,Astra,2001,220000.0,Silver,Manual,Gas,Sedan,Used,Imbabah,Giza,25,200K+
350000,Chery,Envy,2018,145000.0,Dark blue,Manual,Gas,Sedan,Used,Giza,Giza,8,120-200K
1475000,Hyundai,Tucson,2019,79000.0,Black,Automatic,Gas,SUV,Used,Gharbia,Gharbia,7,60-120K
830000,Kia,Cerato,2015,168000.0,Red,Automatic,Gas,Sedan,Used,El Faiyum,El Faiyum,11,120-200K
2800000,Mercedes,E 180,2019,84000.0,Gray,Automatic,Diesel,Sedan,Used,Tagamo3 - New Cairo,Cairo,7,60-120K
450000,Honda,HRV,2005,225000.0,Cyan,Automatic,Gas,SUV,Used,Giza,Giza,21,200K+
1850000,Mercedes,E 200,2014,125000.0,Brown,Automatic,Gas,Sedan,Used,Damietta,Damietta,12,120-200K
390000,Hyundai,Verna,2012,210000.0,Dark red,Automatic,Gas,Sedan,Used,Sheikh Zayed City,Giza,14,200K+
575000,Mitsubishi,Lancer Puma,2014,150000.0,White,Automatic,Gas,Sedan,Used,El Mahalla El Kubra,Gharbia,12,120-200K
230000,Speranza,A113,2009,190000.0,Dark red,Manual,Gas,Hatchback,Used,Tagamo3 - New Cairo,Cairo,17,120-200K
800000,Hyundai,Accent HCI,2020,90000.0,Blue,Automatic,Diesel,Sedan,Used,Nasr city,Cairo,6,60-120K
720000,Mitsubishi,Lancer,2016,175000.0,Black,Automatic,Natural Gas,Sedan,Used,6 October,Giza,10,120-200K
3500000,BMW,X2,2025,25000.0,Petroleum,Automatic,Gas,SUV,Used,Sharqia,Sharqia,1,20-60K
1450000,Mitsubishi,Eclipse Cross,2024,40000.0,Brown,Automatic,Diesel,SUV,Used,Kafr el-Sheikh,Kafr el-Sheikh,2,20-60K
230000,Kia,Sephia,2000,263000.0,Purple,Manual,Gas,Sedan,Used,Dokki,Giza,26,200K+
330000,Hyundai,Verna,2013,250000.0,Dark red,Manual,Diesel,Sedan,Used,El Faiyum,El Faiyum,13,200K+
285000,Renault,Sandero,2013,230000.0,Black,Automatic,Gas,Hatchback,Used,Gesr Al Suez,Cairo,13,200K+
995000,Toyota,Corolla,2022,100000.0,Cyan,Automatic,Gas,Sedan,Used,6 October,Giza,4,60-120K
450000,Chery,Tiggo 3,2013,180000.0,Dark blue,Automatic,Gas,SUV,Used,Alexandria,Alexandria,13,120-200K
210000,Suzuki,Maruti,2012,21000.0,White,Manual,Gas,Hatchback,Used,Alexandria,Alexandria,14,20-60K
750000,Chevrolet,Other,2009,0.0,Dark green,Automatic,Diesel,Sedan,Used,Giza,Giza,17,0-20K
450000,Mitsubishi,Lancer Puma,2010,212000.0,Dark blue,Automatic,Gas,Sedan,Used,Alasafra,Alexandria,16,200K+
750000,Volkswagen,Passat,2012,224000.0,Black,Automatic,Gas,Sedan,Used,Ismailia,Ismailia,14,200K+
850000,Nissan,Sentra,2023,105000.0,Black,Automatic,Gas,Sedan,Used,El Marg,Cairo,3,60-120K
990000,Toyota,Corolla,2019,161000.0,Other,Automatic,Diesel,Sedan,Used,Abu Kabir,Sharqia,7,120-200K
1350000,Hyundai,Tucson GDI,2019,128000.0,Red,Automatic,Gas,SUV,Used,Shibin el Kom ,Monufia,7,120-200K
860000,Opel,Insignia,2017,160000.0,Blue,Automatic,Gas,Sedan,Used,Sheikh Zayed City,Giza,9,120-200K
420000,BMW,318,2017,20000.0,Red,Manual,Gas,Sedan,Used,Giza,Giza,9,0-20K
500000,Byd,F3,2023,230000.0,Red,Manual,Natural Gas,Sedan,Used,6 October,Giza,3,200K+
390000,Nissan,Sunny,2015,0.0,Other,Automatic,Gas,Sedan,Used,Giza,Giza,11,0-20K
550000,Chery,Tiggo,2019,214682.0,Black,Automatic,Gas,SUV,Used,Sharqia,Sharqia,7,200K+
210000,Daewoo,Lanos,2003,0.0,Black,Manual,Gas,Sedan,Used,Nasr city,Cairo,23,0-20K
725000,Fiat,Tipo,2020,133000.0,Black,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,6,120-200K
2690000,Mercedes,C 200,2022,50000.0,Dark blue,Automatic,Gas,Sedan,Used,Cairo,Cairo,4,20-60K
290000,Renault,Logan,2014,270000.0,Silver,Manual,Gas,Sedan,Used,6 October,Giza,12,200K+
590000,Chevrolet,Cruze,1999,130000.0,Silver,Automatic,Gas,Sedan,Used,Alexandria,Alexandria,27,120-200K
550000,Toyota,Corolla,2009,277000.0,Black,Automatic,Gas,Sedan,Used,Ben Suef,Ben Suef,17,200K+
345000,Chevrolet,Optra,2012,251000.0,Gold,Manual,Gas,Sedan,Used,Cairo,Cairo,14,200K+
950000,Citroën,C4X,2024,60000.0,Red,Automatic,Gas,SUV,Used,Cairo,Cairo,2,20-60K
325000,Chevrolet,Lanos,2014,217000.0,Dark red,Manual,Gas,Sedan,Used,10th of Ramadan,Cairo,12,200K+
760000,Citroën,C4 Grand Picasso,2016,102500.0,Dark blue,Automatic,Diesel,MiniVans,Used,10th of Ramadan,Cairo,10,60-120K
290000,Daewoo,Nubira 2,2007,0.0,Black,Manual,Gas,Sedan,Used,Alexandria,Alexandria,19,0-20K
780000,Fiat,Tipo,2019,160000.0,Petroleum,Automatic,Gas,Sedan,Used,Damietta,Damietta,7,120-200K
230000,Lifan,320,2011,130000.0,White,Manual,Gas,Hatchback,Used,Giza,Giza,15,120-200K
500000,Chevrolet,Aveo,2015,145000.0,Silver,Automatic,Gas,Sedan,Used,El Bagour,Monufia,11,120-200K
680000,Kia,Soul,2012,144000.0,Red,Automatic,Gas,Hatchback,Used,Port Said,Port Said,14,120-200K
525000,Opel,Astra,2013,151000.0,Dark blue,Automatic,Gas,Sedan,Used,Cairo,Cairo,13,120-200K
825000,Renault,Duster,2022,110000.0,Gray,Automatic,Gas,SUV,Used,Damietta,Damietta,4,60-120K
