Price,Make,Model,Year,Mileage (km),Color,Transmission,Fuel Type,Body Type,Condition,City,Governorate,Age,mileage_band
46000,Fiat,127,1986,111.0,White,Manual,Gas,Hatchback,Used,Alasafra,Alexandria,40,0-20K
95000,Hafei,Lobo,2005,0.0,Dark blue,Manual,Gas,Hatchback,Used,El Shorouk,Cairo,21,0-20K
2650000,Land Rover,Range Rover Evoque,2021,40000.0,Black,Automatic,Gas,SUV,Used,Cairo,Cairo,5,20-60K
775000,Ssang Yong,Tivoli XLV,2019,240000.0,Gray,Automatic,Gas,SUV,Used,Nasr city,Cairo,7,200K+
1500000,Jetour,Dashing,2026,1000.0,Black,Automatic,Gas,SUV,Used,Cairo,Cairo,0,0-20K
695000,Kia,Cerato,2015,190000.0,Brown,Automatic,Gas,Sedan,Used,Nasr city,Cairo,11,120-200K
1250000,Chery,Tiggo 7 pro,2024,17000.0,Silver,Automatic,Gas,SUV,Used,Nasr city,Cairo,2,0-20K
420000,Renault,Logan,2014,210000.0,Petroleum,Automatic,Gas,Sedan,Used,Al Rehab,Cairo,12,200K+
800000,Jeep,Renegade,2017,163000.0,Dark grey,Automatic,Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,9,120-200K
1100000,Chery,Tiggo 8,2024,59000.0,Dark blue,Automatic,Gas,SUV,Used,Mohandessin,Giza,2,20-60K
260000,Daewoo,Leganza,2001,0.0,Black,Automatic,Diesel,Sedan,Used,Giza,Giza,25,0-20K
270000,BMW,316,1993,80000.0,Dark red,Manual,Gas,Sedan,Used,Smouha,Alexandria,33,60-120K
340000,Lada,Granta,2022,0.0,Blue,Manual,Natural Gas,Sedan,Used,Helwan,Cairo,4,0-20K
1840000,Mercedes,A 200,2021,95000.0,Silver,Automatic,Gas,Sedan,Used,Ismailia,Ismailia,5,60-120K
5700000,BMW,850,2020,35000.0,White,Automatic,Gas,Convertible,Used,Tagamo3 - New Cairo,Cairo,6,20-60K
1350000,Hyundai,Tucson GDI,2017,135000.0,Silver,Automatic,Gas,SUV,Used,Ismailia,Ismailia,9,120-200K
495000,Chevrolet,Cruze,2015,155000.0,Black,Automatic,Gas,Sedan,Used,Nasr city,Cairo,11,120-200K
2950000,Mercedes,CLS Class,2020,120000.0,Black,Automatic,Gas,Sedan,Used,Ismailia,Ismailia,6,60-120K
850000,MG,5,2022,40000.0,Dark red,Automatic,Gas,Sedan,Used,Cairo,Cairo,4,20-60K
710000,Hyundai,Accent RB,2021,134000.0,Petroleum,Automatic,Gas,Sedan,Used,Cairo,Cairo,5,120-200K
630000,Nissan,Sunny,2019,78000.0,Brown,Automatic,Gas,Sedan,Used,Ismailia,Ismailia,7,60-120K
1900000,Kia,Sportage,2024,55000.0,White,Automatic,Gas,SUV,Used,Alexandria,Alexandria,2,20-60K
1200000,Hyundai,Elantra,2022,94000.0,White,Automatic,Gas,Sedan,Used,Ismailia,Ismailia,4,60-120K
245000,Toyota,Corolla,1999,368000.0,Dark blue,Automatic,Gas,Sedan,Used,6 October,Giza,27,200K+
550000,Hyundai,I10,2017,74000.0,Dark blue,Automatic,Diesel,Hatchback,Used,Sheikh Zayed City,Giza,9,60-120K
1150000,Jeep,Wrangler,2013,290000.0,Dark blue,Automatic,Gas,SUV,Used,Nasr city,Cairo,13,200K+
195000,Citroën,Xsara,2001,200000.0,Blue,Automatic,Gas,Sedan,Used,El Faiyum,El Faiyum,25,120-200K
2650000,Mercedes,C 180,2023,90600.0,Gray,Automatic,Gas,Sedan,Used,Nasr city,Cairo,3,60-120K
1600000,Seat,Tarraco,2022,180000.0,White,Automatic,Gas,SUV,Used,Ismailia,Ismailia,4,120-200K
800000,Ssang Yong,Tivoli XLV,2018,174000.0,Dark blue,Automatic,Gas,SUV,Used,Cairo,Cairo,8,120-200K
250000,Nissan,Sunny,2000,400999.0,Bronze,Manual,Gas,Sedan,Used,Pyramids Gardens,Giza,26,200K+
450000,Hyundai,Elantra HD,2008,167000.0,Black,Automatic,Diesel,Sedan,Used,Giza,Giza,18,120-200K
1100000,Toyota,Corolla,2021,120000.0,White,Automatic,Gas,Sedan,Used,El Faiyum,El Faiyum,5,60-120K
600000,Renault,Logan,2022,110000.0,White,Automatic,Gas,Sedan,Used,Ismailia,Ismailia,4,60-120K
497000,Jeep,Liberty,2006,160000.0,Silver,Automatic,Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,20,120-200K
900000,Toyota,Corolla,2021,183000.0,Black,Automatic,Gas,Sedan,Used,Maadi,Cairo,5,120-200K
700000,Fiat,Tipo,2020,164000.0,Red,Automatic,Gas,Sedan,Used,Nozha,Alexandria,6,120-200K
1890000,Mercedes,C 180,2018,134000.0,Black,Automatic,Gas,Sedan,Used,Heliopolis,Cairo,8,120-200K
365000,Honda,HRV,2005,390000.0,Mocha,Automatic,Diesel,SUV,Used,Cairo,Cairo,21,200K+
330000,Hyundai,Verna,2015,465000.0,Other,Manual,Natural Gas,Sedan,Used,Hadaeq Al Qubbah,Cairo,11,200K+
2350000,BMW,640,2016,192000.0,Black,Automatic,Gas,Sedan,Used,Nasr city,Cairo,10,120-200K
175000,Volkswagen,Parati,2005,278000.0,Silver,Manual,Gas,Sedan,Used,Cairo,Cairo,21,200K+
1490000,Hyundai,Tucson GDI,2019,100000.0,White,Automatic,Gas,SUV,Used,El Faiyum,El Faiyum,7,60-120K
115000,Fiat,Tempra,1991,500000.0,Other,Manual,Gas,Sedan,Used,10th of Ramadan,Cairo,35,200K+
5300000,Mercedes,E 200,2025,18000.0,Black,Automatic,Gas,Sedan,Used,Sheikh Zayed City,Giza,1,0-20K
600000,Opel,Astra,2016,190000.0,Gray,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,10,120-200K
785000,Fiat,Tipo,2021,117000.0,Dark blue,Automatic,Gas,Sedan,Used,Shubra,Cairo,5,60-120K
1000000,Volkswagen,CC,2013,165000.0,Champagne,Automatic,Diesel,Sedan,Used,Giza,Giza,13,120-200K
380000,Opel,Corsa,2012,210000.0,Blue,Automatic,Gas,Hatchback,Used,El Tagamoa El Khames,Cairo,14,200K+
150000,Ford,Mondeo,1997,0.0,Blue,Manual,Gas,Sedan,Used,Nasr city,Cairo,29,0-20K
1050000,Hyundai,Elantra,2021,75000.0,Dark red,Automatic,Gas,Sedan,Used,Nasr city,Cairo,5,60-120K
180000,Volkswagen,Pointer,2004,0.0,Silver,Manual,Gas,Hatchback,Used,6 October,Giza,22,0-20K
580000,Hyundai,Accent RB,2012,189000.0,Red,Automatic,Gas,Sedan,Used,Alexandria,Alexandria,14,120-200K
1630000,Mercedes,CLA 180,2020,184000.0,Gray,Automatic,Natural Gas,Sedan,Used,El Tagamoa El Khames,Cairo,6,120-200K
5100000,Mercedes,E 200,2024,18000.0,Gray,Automatic,Gas,Sedan,Used,Sheikh Zayed City,Giza,2,0-20K
330000,Hyundai,Verna,2015,290000.0,White,Manual,Gas,Sedan,Used,Heliopolis,Cairo,11,200K+
1400000,BMW,X3,2015,130000.0,Black,Automatic,Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,11,120-200K
120000,Ford,Fiesta,1999,0.0,White,Manual,Gas,Hatchback,Used,Touhk,Qalyubia,27,0-20K
370000,Skoda,Octavia A4,2004,270000.0,Dark blue,Manual,Gas,Sedan,Used,El Haram,Giza,22,200K+
830000,Renault,Megane,2021,139000.0,Black,Automatic,Gas,Sedan,Used,Nasr city,Cairo,5,120-200K
550000,Chery,Arrizo 5,2022,199000.0,Red,Automatic,Gas,Sedan,Used,Pyramids Gardens,Giza,4,120-200K
2000000,Jeep,Cherokee,2019,130000.0,Black,Automatic,Gas,SUV,Used,Nasr city,Cairo,7,120-200K
560000,Hyundai,I30,2010,207000.0,Black,Automatic,Gas,Hatchback,Used,Mit Ghamr,Dakahlia,16,200K+
1500000,MG,7,2025,10000.0,White,Automatic,Gas,Sedan,Used,Ismailia,Ismailia,1,0-20K
330000,Speranza,Tiggo,2010,158000.0,Black,Manual,Diesel,SUV,Used,Helwan,Cairo,16,120-200K
320000,Chevrolet,Aveo,2009,90000.0,Black,Manual,Gas,Sedan,Used,Heliopolis,Cairo,17,60-120K
550000,Chery,Tiggo 3,2017,90300.0,Dark red,Automatic,Diesel,SUV,Used,Mohandessin,Giza,9,60-120K
1355000,Kia,Sportage,2022,60000.0,Red,Automatic,Gas,SUV,Used,Smouha,Alexandria,4,20-60K
420000,Nissan,Sunny,2011,296000.0,Eggplant,Manual,Gas,Sedan,Used,6 October,Giza,15,200K+
590000,Opel,Astra,2016,150000.0,Black,Automatic,Gas,Sedan,Used,Nasr city,Cairo,10,120-200K
2720000,Skoda,Kodiaq,2026,7000.0,Black,Automatic,Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,0,0-20K
1270000,Mercedes,E 200,2014,170000.0,Gray,Automatic,Gas,Sedan,Used,Smouha,Alexandria,12,120-200K
700000,Nissan,Sunny,2023,60000.0,Silver,Automatic,Gas,Sedan,Used,Giza,Giza,3,20-60K
1550000,Skoda,Superb,2021,100000.0,Other,Automatic,Gas,Sedan,Used,Cairo,Cairo,5,60-120K
240000,Daewoo,Nubira 2,2001,450000.0,Dark red,Manual,Gas,Sedan,Used,Cairo,Cairo,25,200K+
480000,Changan,Alsvin,2022,130000.0,Silver,Automatic,Gas,Sedan,Used,Nasr city,Cairo,4,120-200K
620000,Kia,Cerato,2010,200000.0,Red,Automatic,Gas,Sedan,Used,Nasr city,Cairo,16,120-200K
450000,Opel,Corsa,2013,99000.0,Silver,Automatic,Diesel,Hatchback,Used,Alexandria,Alexandria,13,60-120K
325000,Hyundai,Accent,2011,420000.0,Dark grey,Manual,Gas,Sedan,Used,Cairo,Cairo,15,200K+
5000000,BMW,X6,2021,74000.0,Gray,Automatic,Gas,Coupe,Used,Nasr city,Cairo,5,60-120K
220000,Opel,Astra,2000,207000.0,Silver,Manual,Gas,Sedan,Used,Al Shorouk,Cairo,26,200K+
550000,Chevrolet,Aveo,2020,91000.0,Dark blue,Automatic,Natural Gas,Sedan,Used,Cairo,Cairo,6,60-120K
2620000,Kia,Sorento,2024,18000.0,Gray,Automatic,Hybrid,SUV,Used,Sheikh Zayed City,Giza,2,0-20K
750000,Jac,S2,2026,17000.0,Silver,Automatic,Gas,SUV,Used,Cairo,Cairo,0,0-20K
1650000,Nissan,Qashqai,2025,40000.0,White,Automatic,Gas,SUV,Used,6 October,Giza,1,20-60K
3450000,Porsche,Macan,2020,60000.0,White,Automatic,Gas,SUV,Used,6 October,Giza,6,20-60K
7500000,BMW,X6 M,2025,29000.0,Black,Automatic,Gas,Coupe,Used,Madinaty,Cairo,1,20-60K
3500000,Mercedes,C 180,2025,3000.0,Black,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,1,0-20K
2200000,BMW,320i,2020,55000.0,White,Automatic,Gas,Sedan,Used,Mansoura,Dakahlia,6,20-60K
2200000,Mercedes,A 200,2023,14000.0,Red,Automatic,Gas,Sedan,Used,El Shorouk,Cairo,3,0-20K
4900000,Land Rover,Range Rover Sport,2020,66000.0,Gray,Automatic,Gas,SUV,Used,El Shorouk,Cairo,6,60-120K
2400000,Jeep,Grand Cherokee,2020,100000.0,Gray,Automatic,Gas,SUV,Used,El Shorouk,Cairo,6,60-120K
2700000,BMW,I4,2024,40000.0,White,Automatic,Gas,Sedan,Used,El Shorouk,Cairo,2,20-60K
5800000,BMW,X5,2025,13000.0,White,Automatic,Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,1,0-20K
4950000,Mercedes,GLC 200,2024,11000.0,White,Automatic,Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,2,0-20K
1130000,MG,ZS,2026,30000.0,Silver,Automatic,Gas,SUV,Used,Nasr city,Cairo,0,20-60K
2725000,Mini,Cooper,2025,10000.0,Dark blue,Automatic,Gas,Coupe,Used,Tagamo3 - New Cairo,Cairo,1,0-20K
675000,MG,5,2020,140000.0,Dark blue,Automatic,Gas,Sedan,Used,Cairo,Cairo,6,120-200K
270000,Daewoo,Lanos,2005,200000.0,Silver,Manual,Gas,Sedan,Used,Damietta,Damietta,21,120-200K
7950000,Mercedes,GLS,2024,12000.0,Black,Automatic,Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,2,0-20K
1170000,Isuzu,D max,2020,0.0,White,Manual,Gas,Pickup,Used,Mansoura,Dakahlia,6,0-20K
1400000,Hyundai,Tucson GDI,2020,132500.0,Gray,Automatic,Gas,SUV,Used,Cairo,Cairo,6,120-200K
430000,Mitsubishi,Lancer EX Shark,2008,0.0,Gold,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,18,0-20K
80000,Fiat,Shahin,2001,499999.0,Dark red,Manual,Gas,Sedan,Used,Cairo,Cairo,25,200K+
610000,Renault,Duster,2017,130000.0,Silver,Automatic,Gas,SUV,Used,6 October,Giza,9,120-200K
470000,Suzuki,Swift Dzire,2022,180000.0,Red,Manual,Gas,Sedan,Used,6 October,Giza,4,120-200K
400000,Nissan,Sunny,2013,166000.0,Bronze,Automatic,Gas,Sedan,Used,Kafr el-Dawwar,Beheira,13,120-200K
1850000,Hyundai,Tucson Turbo GDI,2024,65000.0,White,Automatic,Gas,SUV,Used,Sharqia,Sharqia,2,60-120K
400000,Mitsubishi,Lancer,2008,450000.0,Dark blue,Manual,Natural Gas,Sedan,Used,Mohandessin,Giza,18,200K+
1130000,Hyundai,Elantra,2021,118000.0,Gray,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,5,60-120K
580000,Nissan,Qashqai,2012,235000.0,Black,Automatic,Gas,SUV,Used,El Tagamoa El Khames,Cairo,14,200K+
1300000,Haval,H6,2026,3000.0,Gray,Automatic,Gas,SUV,Used,Al Rehab,Cairo,0,0-20K
445000,Hyundai,Getz,2008,166000.0,Black,Automatic,Diesel,Hatchback,Used,Nasr city,Cairo,18,120-200K
800000,Fiat,Tipo,2022,95000.0,Gold,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,4,60-120K
2500000,BMW,320i,2020,70000.0,Dark grey,Automatic,Diesel,Sedan,Used,6 October,Giza,6,60-120K
550000,Opel,Astra,2008,210000.0,Black,Automatic,Gas,Sedan,Used,Maadi,Cairo,18,200K+
3200000,Land Rover,Range Rover Evoque,2023,70000.0,Silver,Automatic,Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,3,60-120K
730000,Nissan,Sunny,2024,50000.0,Bronze,Automatic,Gas,Sedan,Used,Zagazig,Sharqia,2,20-60K
380000,Lada,Granta,2022,146999.0,Dark red,Manual,Gas,Sedan,Used,Alexandria,Alexandria,4,120-200K
990000,MG,ZS,2025,14000.0,Black,Automatic,Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,1,0-20K
1100000,Nissan,Qashqai,2020,22000.0,Red,Automatic,Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,6,20-60K
5000000,Mercedes,GLC 200,2024,24000.0,Gray,Automatic,Gas,SUV,Used,Cairo,Cairo,2,20-60K
600000,Peugeot,301,2020,84500.0,Blue,Automatic,Gas,Sedan,Used,Hadayek October,Giza,6,60-120K
1630000,Toyota,Corolla,2024,8000.0,Dark red,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,2,0-20K
205000,Speranza,A113,2009,0.0,Dark blue,Manual,Gas,Hatchback,Used,Damietta,Damietta,17,0-20K
675000,Byd,F3,2024,20000.0,Blue,Automatic,Gas,Sedan,Used,Nasr city,Cairo,2,0-20K
1400000,Mercedes,E 200,2010,120000.0,Eggplant,Automatic,Gas,Sedan,Used,Cairo,Cairo,16,60-120K
1930000,Hyundai,Tucson,2025,14000.0,Silver,Automatic,Gas,SUV,Used,Cairo,Cairo,1,0-20K
1650000,Seat,Leon,2024,74000.0,Dark blue,Automatic,Gas,Hatchback,Used,Nozha,Alexandria,2,60-120K
500000,Kia,Rio,2015,245999.0,Silver,Automatic,Gas,Sedan,Used,Cairo,Cairo,11,200K+
1350000,Hyundai,Elantra CN7,2022,40000.0,Other,Automatic,Gas,Sedan,Used,Banha,Qalyubia,4,20-60K
1250000,Hyundai,Elantra CN7,2022,1299.0,Dark grey,Automatic,Gas,Sedan,Used,Cairo,Cairo,4,0-20K
2400000,Mercedes,EQB 350,2024,7000.0,Black,Automatic,Electric,SUV,Used,Heliopolis,Cairo,2,0-20K
540000,Renault,Fluence,2016,190000.0,Brown,Automatic,Gas,Sedan,Used,Heliopolis,Cairo,10,120-200K
245000,Speranza,A516,2007,210000.0,Blue,Manual,Gas,Sedan,Used,Talkha,Dakahlia,19,200K+
260000,Kia,Rio,2004,176000.0,Red,Manual,Gas,Sedan,Used,Cairo,Cairo,22,120-200K
3600000,Rox,01,2026,13000.0,Gray,Automatic,Gas,SUV,Used,Zamalek,Cairo,0,0-20K
1275000,Kia,Sportage,2021,126000.0,Black,Automatic,Gas,SUV,Used,Nasr city,Cairo,5,120-200K
500000,Chery,Arrizo 5,2021,235000.0,Silver,Automatic,Gas,Sedan,Used,Hadayek October,Giza,5,200K+
230000,Daewoo,Nubira 1,1998,214000.0,Gold,Automatic,Gas,Sedan,Used,Shubra,Cairo,28,200K+
250000,Daewoo,Nubira,2001,239999.0,Bronze,Automatic,Gas,Sedan,Used,10th of Ramadan,Cairo,25,200K+
1200000,Audi,A3,2016,136600.0,Black,Automatic,Diesel,Hatchback,Used,El Shorouk,Cairo,10,120-200K
400000,Nissan,Sunny,2009,143000.0,Black,Automatic,Gas,Sedan,Used,Hadayek October,Giza,17,120-200K
680000,Citroën,C Elysee,2022,118000.0,White,Automatic,Natural Gas,Sedan,Used,6 October,Giza,4,60-120K
2100000,Audi,A3,2025,54000.0,Dark blue,Automatic,Gas,Sedan,Used,Madinaty,Cairo,1,20-60K
2600000,BMW,X3 M,2019,200000.0,Black,Automatic,Gas,SUV,Used,Madinaty,Cairo,7,120-200K
1200000,Mercedes,C 250,2010,211000.0,Black,Automatic,Diesel,Sedan,Used,Cairo,Cairo,16,200K+
460000,Nissan,Sunny,2013,120000.0,Dark grey,Automatic,Natural Gas,Sedan,Used,Alexandria,Alexandria,13,60-120K
1280000,Peugeot,5008,2022,165000.0,Black,Automatic,Gas,MPV,Used,Nasr city,Cairo,4,120-200K
740000,Opel,Crossland,2021,80000.0,Dark blue,Automatic,Gas,Hatchback,Used,Heliopolis,Cairo,5,60-120K
260000,Daewoo,Nubira,2007,225000.0,Olive,Manual,Gas,Sedan,Used,Safaga,Red Sea,19,200K+
690000,Renault,Duster,2019,189999.0,Black,Automatic,Gas,SUV,Used,Cairo,Cairo,7,120-200K
800000,Toyota,Corolla,2015,165000.0,Black,Automatic,Diesel,Sedan,Used,Cairo,Cairo,11,120-200K
3250000,Porsche,Macan,2021,180000.0,Blue,Automatic,Gas,SUV,Used,Giza,Giza,5,120-200K
2700000,Mini,Cooper,2025,12000.0,Dark blue,Automatic,Gas,Hatchback,Used,Tagamo3 - New Cairo,Cairo,1,0-20K
1020000,Mitsubishi,Eclipse Cross,2021,80000.0,Gray,Automatic,Gas,SUV,Used,Heliopolis,Cairo,5,60-120K
850000,Hyundai,Elantra,2022,162000.0,Silver,Automatic,Gas,Sedan,Used,Mohandessin,Giza,4,120-200K
1830000,Jetour,T2,2025,11000.0,Gray,Automatic,Gas,SUV,Used,Maadi,Cairo,1,0-20K
250000,Daewoo,Nubira 2,2005,0.0,Silver,Manual,Gas,Sedan,Used,South Sinai,South Sinai,21,0-20K
365000,Volkswagen,Bora,2000,240000.0,Silver,Automatic,Gas,Hatchback,Used,Obour City,Cairo,26,200K+
625000,Hyundai,Elantra HD,2017,200000.0,Silver,Automatic,Gas,Sedan,Used,Nasr city,Cairo,9,120-200K
490000,Renault,Logan,2019,155000.0,Other,Automatic,Gas,Sedan,Used,Cairo,Cairo,7,120-200K
725000,Jac,J7,2022,69000.0,Red,Automatic,Gas,Sedan,Used,El Haram,Giza,4,60-120K
1675000,Kia,Sportage,2023,21000.0,Silver,Automatic,Gas,SUV,Used,Nasr city,Cairo,3,20-60K
250000,Lada,Granta,2019,0.0,Silver,Manual,Gas,Sedan,Used,Cairo,Cairo,7,0-20K
900000,Hyundai,Elantra AD,2019,238000.0,Other,Automatic,Gas,Sedan,Used,Pyramids Gardens,Giza,7,200K+
620000,Mitsubishi,Lancer Puma,2014,115000.0,Gray,Automatic,Diesel,Sedan,Used,Sohag,Sohag,12,60-120K
3000000,Mercedes,C 300,2020,71000.0,Black,Automatic,Gas,Convertible,Used,Tagamo3 - New Cairo,Cairo,6,60-120K
2500000,Mercedes,A 200,2023,17800.0,Black,Automatic,Diesel,Hatchback,Used,Cairo,Cairo,3,0-20K
600000,Byd,F3,2024,40000.0,Dark grey,Manual,Gas,Sedan,Used,Luxor,Luxor,2,20-60K
470000,BMW,318,2001,270000.0,Purple,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,25,200K+
300000,Renault,Logan,2011,330000.0,Dark grey,Manual,Gas,Sedan,Used,Heliopolis,Cairo,15,200K+
125000,Suzuki,Swift,1994,60000.0,White,Manual,Gas,Hatchback,Used,Mansoura,Dakahlia,32,20-60K
10000000,Mercedes,G500,2021,49000.0,Gray,Automatic,Gas,SUV,Used,Mohandessin,Giza,5,20-60K
4900000,Mercedes,E 200,2025,20000.0,White,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,1,0-20K
3100000,Xiaomi,SU7,2025,10000.0,Silver,Automatic,Electric,Sedan,Used,Tagamo3 - New Cairo,Cairo,1,0-20K
700000,BMW,X3,2008,300000.0,Silver,Automatic,Diesel,SUV,Used,Alexandria,Alexandria,18,200K+
1800000,Mercedes,C 180,2018,200000.0,Black,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,8,120-200K
1885000,Cupra,Leon,2026,11000.0,Other,Automatic,Gas,Hatchback,Used,Damietta,Damietta,0,0-20K
3700000,Mercedes,E 200,2021,75000.0,Black,Automatic,Gas,Sedan,Used,Mohandessin,Giza,5,60-120K
245000,Opel,Astra,2001,314000.0,Silver,Manual,Diesel,Sedan,Used,Maadi,Cairo,25,200K+
1850000,Peugeot,3008,2024,69000.0,Mocha,Automatic,Gas,SUV,Used,Beheira,Beheira,2,60-120K
575000,Hyundai,Elantra,2011,195000.0,Black,Automatic,Natural Gas,Sedan,Used,Cairo,Cairo,15,120-200K
450000,Peugeot,308,2011,0.0,Gold,Automatic,Gas,Hatchback,Used,Cairo,Cairo,15,0-20K
495000,Chevrolet,Optra,2017,126000.0,Dark red,Automatic,Gas,Sedan,Used,Cairo,Cairo,9,120-200K
380000,Mazda,3,2006,158000.0,Petroleum,Automatic,Gas,Sedan,Used,Shubra,Cairo,20,120-200K
200000,Faw,N5,2013,93200.0,Gold,Manual,Gas,Sedan,Used,Nasr city,Cairo,13,60-120K
425000,Peugeot,308,2009,144000.0,Black,Automatic,Gas,Hatchback,Used,Cairo,Cairo,17,120-200K
800000,Kia,Cerato,2018,159999.0,Black,Automatic,Gas,Sedan,Used,10th of Ramadan,Cairo,8,120-200K
200000,Faw,N5,2013,93000.0,Gold,Manual,Gas,Sedan,Used,Nasr city,Cairo,13,60-120K
740000,Fiat,Tipo,2022,82000.0,Gray,Automatic,Gas,Sedan,Used,Cairo,Cairo,4,60-120K
680000,Nissan,Sunny,2023,96000.0,Red,Automatic,Diesel,Sedan,Used,El Shorouk,Cairo,3,60-120K
680000,Renault,Duster,2020,163000.0,White,Automatic,Diesel,SUV,Used,Aswan,Aswan,6,120-200K
1050000,Opel,Insignia,2018,160000.0,Other,Automatic,Gas,Sedan,Used,Mohandessin,Giza,8,120-200K
750000,MG,5,2021,104000.0,Blue,Automatic,Hybrid,Sedan,Used,Mansoura,Dakahlia,5,60-120K
160000,Fiat,Siena,2002,410000.0,Black,Manual,Natural Gas,Sedan,Used,Hadayek October,Giza,24,200K+
480000,Renault,Logan,2018,103200.0,Silver,Automatic,Gas,Sedan,Used,6 October,Giza,8,60-120K
175000,Kia,Saipa,2014,130000.0,Silver,Manual,Gas,Sedan,Used,6 October,Giza,12,120-200K
520000,Renault,Sandero Step Way,2016,138500.0,Other,Automatic,Gas,Hatchback,Used,El Faiyum,El Faiyum,10,120-200K
3150000,Mitsubishi,GT,1999,250000.0,Dark red,Automatic,Gas,Coupe,Used,Banha,Qalyubia,27,200K+
210000,Daewoo,Nubira 2,1999,0.0,Bronze,Manual,Diesel,Sedan,Used,Giza,Giza,27,0-20K
1100000,Opel,Insignia,2018,160000.0,Black,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,8,120-200K
700000,Hyundai,Accent RB,2019,203000.0,Dark red,Automatic,Gas,Sedan,Used,Giza,Giza,7,200K+
250000,Mitsubishi,Lancer Crystala,1996,400000.0,Dark green,Manual,Gas,Sedan,Used,Damietta,Damietta,30,200K+
569000,Renault,Sandero Step Way,2020,56000.0,Brown,Automatic,Gas,Hatchback,Used,6 October,Giza,6,20-60K
689000,Fiat,Tipo,2020,99000.0,Brown,Automatic,Gas,Sedan,Used,6 October,Giza,6,60-120K
300000,Toyota,Corolla,1997,0.0,Silver,Manual,Gas,Sedan,Used,Giza,Giza,29,0-20K
735000,BMW,320i,2008,149000.0,Black,Automatic,Gas,Sedan,Used,6 October,Giza,18,120-200K
325000,Hyundai,Accent,2000,134999.0,Other,Automatic,Gas,Sedan,Used,El Minya,El Minya,26,120-200K
1850000,Peugeot,3008,2024,69000.0,Gray,Automatic,Gas,SUV,Used,Etay al-Barud,Beheira,2,60-120K
1380000,Kia,Sportage,2020,99000.0,Beige,Automatic,Gas,SUV,Used,6 October,Giza,6,60-120K
795000,Renault,Duster,2022,95000.0,Other,Automatic,Diesel,SUV,Used,6 October,Giza,4,60-120K
795000,Nissan,Sentra,2022,150000.0,Beige,Automatic,Gas,Sedan,Used,6 October,Giza,4,120-200K
1145000,Seat,Leon,2020,65000.0,White,Automatic,Gas,Hatchback,Used,Damietta,Damietta,6,60-120K
1325000,Seat,Arona,2025,39000.0,White,Automatic,Gas,SUV,Used,Damietta,Damietta,1,20-60K
6250000,Mercedes,S 450,2020,39000.0,Black,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,6,20-60K
8350000,Mercedes,S 450,2023,9000.0,Black,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,3,0-20K
14200000,Mercedes,G63,2023,14000.0,Black,Automatic,Gas,SUV,Used,Tagamo3 - New Cairo,Cairo,3,0-20K
140000,Hyundai,Atos,1998,240000.0,Blue,Manual,Diesel,Hatchback,Used,Banha,Qalyubia,28,200K+
1720000,Mercedes,C 180,2015,106000.0,Black,Automatic,Gas,Sedan,Used,Suez ,Suez ,11,60-120K
2450000,Volkswagen,Tiguan,2025,25000.0,White,Automatic,Gas,SUV,Used,Suez ,Suez ,1,20-60K
720000,Seat,Leon,2014,132000.0,White,Automatic,Gas,Hatchback,Used,Suez ,Suez ,12,120-200K
700000,Chery,Arrizo 5,2024,19000.0,Silver,Automatic,Gas,Sedan,Used,Madinaty,Cairo,2,0-20K
260000,Daewoo,Lanos 2,2006,0.0,Dark blue,Manual,Hybrid,Sedan,Used,Damanhur,Beheira,20,0-20K
450000,Renault,Logan,2016,165000.0,Gray,Automatic,Gas,Sedan,Used,Hadayek October,Giza,10,120-200K
680000,Fiat,Tipo,2020,166000.0,Silver,Automatic,Gas,Sedan,Used,Tagamo3 - New Cairo,Cairo,6,120-200K
460000,Suzuki,S Presso,2022,38000.0,Orange,Manual,Diesel,SUV,Used,Giza,Giza,4,20-60K
1000000,Hyundai,Creta,2017,100000.0,Silver,Automatic,Diesel,SUV,Used,Tagamo3 - New Cairo,Cairo,9,60-120K
